date,bases,open_access_bases,bytes,open_access_bytes
"02/15/2011",86084396379128,72353155309880,180007216887522,167154915933496
"02/16/2011",86450138810566,72718897741318,180428755068477,167576454114451
"02/17/2011",87381526657025,73650285587777,181409356913452,168557055959426
"02/18/2011",87443075096230,73711834026982,181478934867896,168626633913870
"02/20/2011",87752743916624,74021502847376,182381786251717,169529485297691
"02/21/2011",87753069263350,74021828194102,182382510415412,169530209461386
"02/22/2011",87794251598331,74063010529083,182431594975165,169579294021139
"02/23/2011",87941837842204,74210596772956,182590884647326,169738583693300
"02/24/2011",88194394800522,74463153731274,182851709783478,169999408829452
"02/25/2011",88478088842763,74746847773515,183533397520428,170681096566402
"02/28/2011",90617656891632,74758772527530,184456845725295,170695022190440
"03/01/2011",93192870673051,75104889849330,185832316406732,171070369639222
"03/02/2011",94001290338701,75112650236980,186205600229325,171078976104262
"03/03/2011",95328468502011,75326116409194,186935425483090,171305100963993
"03/04/2011",95336419249584,75334067156767,186944838222041,171314513702944
"03/07/2011",97480741645161,75334376180765,187796375294679,171315191783147
"03/08/2011",98290631044135,75359830724499,188124588776541,171341556453273
"03/09/2011",99254542304589,75405273667509,188526794997279,171392771250838
"03/10/2011",99354031772732,75504763135652,188643300434606,171509276688165
"03/11/2011",99753713592399,75824356008335,188986149350108,171818939771264
"03/12/2011",101868444603468,77939087019404,191165653076700,173998443497856
"03/14/2011",102896600425138,78691998081302,192060291173286,174770707949204
"03/15/2011",104456150366800,80218091047708,193701319215337,176395043371236
"03/16/2011",104711224286927,80461959350227,193974039206579,176661136810505
"03/17/2011",106164747927012,81058218815147,194802731188694,177174944719250
"03/18/2011",114412519585548,86958013701168,199707597117186,181269826079354
"03/20/2011",114590001033129,86958013701168,199767065619274,181269826079354
"03/21/2011",114786909115908,87154892378159,199914475905937,181417163864561
"03/22/2011",114855233247097,87219648691785,199988923518748,181489604717132
"03/23/2011",115591387565014,87415578256968,200473081852413,181691904293494
"03/24/2011",116728146101960,87451673466102,201108739858626,181729774731690
"03/25/2011",121048102416568,88299602062424,203655128366118,182439319312585
"03/26/2011",121055072631675,88306572277531,203663076031265,182447266977732
"03/27/2011",123314775140588,88309867058540,204858105211527,182455284222749
"03/28/2011",123652686277043,88647778194995,205245217600815,182842396612037
"03/29/2011",123709581335659,88702303778595,205307217567843,182903366212423
"03/30/2011",124084944071937,89077656430239,205539410489337,183135534418793
"03/31/2011",124506817140744,89458066626274,205830888242668,183406146800032
"04/01/2011",127227582793625,91662753410955,207713150826610,184881270325864
"04/02/2011",127272765575959,91707936193289,207747307176666,184915426675920
"04/03/2011",127384461229596,91819631846926,207861976266147,185030095765401
"04/04/2011",127684776881227,92119947498557,208136139240418,185304258739672
"04/05/2011",128223061052897,92658231670227,208626015203845,185794134703099
"04/06/2011",128788876050203,93204805565104,209091138720514,186232448857701
"04/07/2011",128929373020323,93345302535224,209218302998473,186359613135660
"04/08/2011",129710894400391,93566614517013,209657925065211,186509313727776
"04/09/2011",129893513784457,93749233901079,209790113320831,186641501983396
"04/10/2011",130111086799465,93966806916087,209968147454210,186819536116775
"04/11/2011",130693296539394,94549016656016,210373203928956,187224592591521
"04/12/2011",130713915549329,94569635665951,210389919490810,187241308153375
"04/13/2011",130806406452836,94662126569458,210464624683627,187316013346192
"04/14/2011",130842520002387,94698240119009,210489695038271,187341083700836
"04/15/2011",132032656620239,94732114291551,211417867627446,187369037775983
"04/16/2011",132038205699515,94737663370827,211430839990597,187382010139134
"04/18/2011",132164827280740,94864284952052,211503126346066,187454296494603
"04/19/2011",132165447977973,94864901269515,211504673471975,187455834125462
"04/20/2011",132171287677037,94870740968579,211509221717126,187460382370613
"04/21/2011",132293461493148,94992914784690,211597355121305,187548515774792
"04/22/2011",132304546637543,95003999929085,211608630919753,187559791573240
"04/23/2011",132314537000487,95013990292029,211618886784513,187570047438000
"04/24/2011",132361262734198,95060716025740,211650905667433,187602066320920
"04/25/2011",132383027840033,95064731530339,211663652503678,187605891489091
"04/26/2011",132675213417719,95356465544361,211859482655605,187800698009142
"04/27/2011",132930915866481,95612004725409,212071113157988,188011967770515
"04/28/2011",133657319990294,96338408849222,212543783831107,188484638443634
"04/29/2011",134171209357548,96852298216476,212877869220012,188818723832539
"04/30/2011",134509040397782,97190129256710,213060385302170,189001239914697
"05/01/2011",135328898483734,98009987342662,213907752743310,189848607355837
"05/02/2011",135366556705204,98046962895307,213938537289750,189877857988101
"05/03/2011",135558340282544,98238746472647,214072043559403,190011364257754
"05/04/2011",135693936276641,98362072219849,214172452486192,190102774316167
"05/05/2011",135913132335854,98581268279062,214349447250397,190279769080372
"05/06/2011",136071826261890,98739799181422,214447841504204,190377497654493
"05/07/2011",136072307395756,98740280315288,214448856282712,190378512433001
"05/08/2011",136072344992483,98740317912015,214448951606596,190378607756885
"05/09/2011",136094472122963,98762219633470,214461046482925,190390186121041
"05/10/2011",137560917413249,100228664923756,215585431608965,191514571247081
"05/11/2011",137597970740124,100265718250631,215622203572530,191551343210646
"05/12/2011",137741789986896,100409537497403,215733881164518,191663020802634
"05/13/2011",137816838909902,100484586420409,215788184403921,191717324042037
"05/14/2011",137822178496995,100489926007502,215802933342327,191732072980443
"05/16/2011",137830259468320,100498006978827,215808887544520,191738027182636
"05/17/2011",137999829994917,100667577505424,215956763592192,191885903230308
"05/18/2011",138107077682421,100774823293279,216036515452220,191965649017126
"05/19/2011",138726502568052,100787284280544,216334602403476,191975216057493
"05/20/2011",138735868418566,100796649752734,216345277484124,191985889490513
"05/21/2011",138737135187598,100797916521766,216348981877330,191989593883719
"05/22/2011",139699570385138,100887111716838,216831494449235,192059370039102
"05/23/2011",140051607837106,101103453726730,217096096932493,192258631879392
"05/24/2011",140422693323160,101261518841378,217349847567444,192410538385872
"05/25/2011",141018607265137,101308198548036,217643419639993,192438897455227
"05/26/2011",141568666308923,101321723078709,217931197783013,192471904400966
"05/27/2011",141806087236937,101434552860013,218110105877169,192596984674638
"05/28/2011",141807903813821,101436369436897,218112511616612,192599390414081
"05/30/2011",141818824434470,101447290057546,218119485724291,192606364521760
"05/31/2011",141977463568289,101469720891666,218204341328019,192632192880716
"06/01/2011",142310226433363,101690455243610,218500852540628,192880291405894
"06/02/2011",142799246983671,102179475793918,218903804701956,193283243567222
"06/03/2011",143033996648298,102384380405368,219068459315311,193434728073731
"06/05/2011",143225884892978,102576268650048,219191479085410,193557747843830
"06/06/2011",144687260592493,102681790230736,219899230920622,193626346379308
"06/07/2011",145249259943482,102740914321401,220169997240688,193662797394569
"06/08/2011",146152149642617,103166572154735,220676920530001,193945188759640
"06/09/2011",146652166574405,103593225438061,220994990314938,194231892105624
"06/10/2011",146775983470764,103635862181704,221069990736038,194271329819677
"06/12/2011",146784597860634,103644476571574,221075947644738,194277286728377
"06/13/2011",146815002455583,103649416336905,221093342105630,194282133117796
"06/14/2011",146963186356361,103793845155743,221206915718480,194394011663785
"06/15/2011",147224837647151,104055496446533,221378454985617,194565550930922
"06/16/2011",147296572455685,104127231255067,221432971867382,194620067812687
"06/17/2011",147409831333385,104240490132767,221549043970394,194736139915699
"06/19/2011",147446020627226,104276679426608,221592100543103,194779196488408
"06/20/2011",147458181845641,104286966099619,221601163288232,194787309405244
"06/21/2011",147461939321581,104290723575559,221603894348344,194790040465356
"06/22/2011",147652171832719,104480956086697,221770600757708,194956746874720
"06/23/2011",147825946817952,104654723094605,222016720229465,195202847853361
"06/24/2011",148038228220921,104866966155297,222163764100276,195349804324982
"06/25/2011",148331456137577,105160194071953,222356154929095,195542195153801
"06/26/2011",148354424023589,105183161957965,222370814162277,195556854386983
"06/27/2011",148388163077135,105216901011511,222395949408116,195581989632822
"06/28/2011",148936314229406,105765052163782,222885458194328,196071498419034
"06/29/2011",149512890369146,106329374746778,223360620463412,196540510254876
"06/30/2011",149627113127777,106443597505409,223518399213226,196698289004690
"07/01/2011",149660458806091,106476943183723,223557830122866,196737719914330
"07/02/2011",150491171266985,107307655644617,224410250413280,197590140204744
"07/04/2011",150498104308339,107314588685971,224417834906573,197597724698037
"07/05/2011",150961741353626,107778225731258,224800856355854,197980746147318
"07/06/2011",151191987218190,108008471595822,224954258215454,198134148006918
"07/07/2011",151335831744733,108152316122365,225056569202214,198236458993678
"07/08/2011",151755319696550,108571804074182,225312626114318,198492515905782
"07/09/2011",151784449845574,108600934223206,225335936460835,198515826252299
"07/10/2011",151902789913924,108719274291556,225411180961526,198591070752990
"07/11/2011",151964501786150,108780986163782,225460951479406,198640841270870
"07/12/2011",151964685434140,108781169811772,225461374859007,198641264650471
"07/13/2011",152343430933925,108995129199421,225681718071853,198787886294071
"07/14/2011",153016085482699,109007965032083,225977147853251,198805725826959
"07/15/2011",154574620509828,109165290630719,226679260687404,198908521636743
"07/16/2011",154582797601562,109173467722453,226685677579304,198914938528643
"07/17/2011",154617067136876,109207737257767,226712149545598,198941410494937
"07/18/2011",158750619553938,109283803341376,228563547792963,198987036400662
"07/19/2011",159100415747456,109572179056236,228785700298715,199183124099000
"07/20/2011",159251505885321,109723269194101,228919591153982,199317014954267
"07/21/2011",159367628085480,109839391394260,229001911096432,199399334896717
"07/22/2011",159592857979941,109999378443271,229147338248532,199515543696958
"07/24/2011",160048521338428,110455041801758,229435916815921,199804122264347
"07/25/2011",160099073247351,110460863677006,229470483488600,199808876590782
"07/26/2011",163085306318088,110665260226417,231297472015748,199940730793411
"07/27/2011",165305251572157,111470901763595,232765133001969,200499630024729
"07/28/2011",165902551655687,112068201847125,233268673279652,201003170302412
"07/29/2011",166223276237063,112367385944389,233457423512259,201178513978287
"07/31/2011",166223681232308,112367790939634,233458339315977,201179429782005
"08/01/2011",166342612523905,112486722231231,233557511562133,201278602028161
"08/02/2011",166494348927564,112638458634890,233654924186012,201376014652040
"08/03/2011",166516954327864,112661064035190,233683462245271,201404552711299
"08/04/2011",166624350537366,112678951192844,233760297531396,201421597561260
"08/05/2011",166641505041208,112695836522031,233779074476948,201439698426073
"08/06/2011",166641688660749,112696020141572,233779486810104,201440110759229
"08/07/2011",166666543743521,112720875224344,233805158371659,201465782320784
"08/08/2011",166735423524895,112789755005718,233855469140351,201516093089476
"08/09/2011",166806892071878,112858882943720,233924473416661,201579936117734
"08/10/2011",166979139100059,113031080478483,234038380691038,201693733630320
"08/11/2011",167037824390776,113089611515930,234092712187978,201747715916987
"08/12/2011",167228455743331,113280184785361,234212435190201,201867306889946
"08/13/2011",167229803573620,113280184785361,234215572650125,201867306889946
"08/14/2011",167239160878769,113280266292245,234237593995463,201867492133372
"08/15/2011",167339041970570,113301328939854,234285050424190,201887960360075
"08/16/2011",168898928714561,113302639391613,234940487332482,201893081777947
"08/17/2011",169577971801788,113981682478840,235411810029639,202364404475104
"08/18/2011",170456453281765,114023876494369,235798202055906,202392823168781
"08/19/2011",170457310514638,114024733727242,235798811987152,202393433100027
"08/20/2011",170462190370474,114024733727242,235802145090705,202393433100027
"08/22/2011",171607252730920,115147278045152,236574165058871,203147610510130
"08/23/2011",171939385158324,115479410472556,236807603882303,203381049333562
"08/24/2011",172061961691448,115601610852726,236891159290237,203463778632780
"08/25/2011",172214666588359,115754315749637,236998219932277,203570839274820
"08/26/2011",172886911877795,116104611029233,237400742921165,203818042542688
"08/27/2011",172886917767200,116104616918638,237400756348614,203818055970137
"08/28/2011",172908841565066,116126540716504,237417804271793,203835103893316
"08/29/2011",176181186643435,116141097460801,238944664980749,203855311366465
"08/30/2011",176627252294372,116587163111738,239321456802097,204232103187813
"08/31/2011",176839553274511,116799464091877,239483055437867,204393701823583
"09/01/2011",177405827811783,117365738629149,239908677828840,204819324214556
"09/02/2011",177445775804563,117405686621929,239933194026958,204843840412674
"09/03/2011",177512363104551,117409809530049,239988675567597,204853494315767
"09/04/2011",177512380470551,117409826896049,239988715382994,204853534131164
"09/05/2011",177632574606075,117409826896049,240071601894688,204853534131164
"09/06/2011",177759162325566,117529265503438,240182187027086,204959099003737
"09/07/2011",177785947073947,117556050251819,240199441392927,204976353369578
"09/08/2011",177945642502009,117715745679881,240349712987314,205126624963965
"09/09/2011",178112799970200,117882903148072,240501035245586,205277947222237
"09/10/2011",178113897994189,117884001172061,240503451909370,205280363886021
"09/11/2011",178152509435967,117922612613839,240528172288773,205305084265424
"09/12/2011",178277762323890,118047865501762,240628694761163,205405606737814
"09/13/2011",178334421901482,118104525079354,240675935279554,205452847256205
"09/14/2011",178496167193667,118266270371539,240799096509334,205576008485985
"09/15/2011",179070357422713,118840460600585,241186900309408,205963812286059
"09/16/2011",179940841332612,119710944510484,241748407229646,206525319206297
"09/18/2011",179947308110968,119717411288840,241755203131473,206532115108124
"09/19/2011",180052347796738,119822450974610,241827103679666,206604015656317
"09/20/2011",180104045521477,119874148699349,241870322624370,206647234601021
"09/21/2011",180113962048421,119883933078434,241880797482679,206657424445546
"09/22/2011",180200373050739,119970344080752,241961258902734,206737885865601
"09/23/2011",180244222716816,120014193746829,241999242864431,206775869827298
"09/24/2011",180255179962358,120025150992371,242010919343700,206787546306567
"09/26/2011",181365895637460,121117043155281,242753932473514,207522522842458
"09/27/2011",181969323966536,121720471484357,243154117943497,207922708312441
"09/28/2011",182459469599929,122210617117750,243463397732753,208231988101697
"09/29/2011",182540221958049,122291369475870,243518126030614,208286716399558
"09/30/2011",183240354282088,122991501799909,243980757535878,208749347904822
"10/01/2011",183495343632492,123246491150313,244157349289724,208925939658668
"10/02/2011",183688784642030,123439932159851,244273612048854,209042202417798
"10/03/2011",184156594349118,123907741866939,244573540095261,209342130464205
"10/04/2011",184264708886856,124015856404677,244647278120256,209415868489200
"10/05/2011",184539215919395,124290363437216,244834168554183,209602758923127
"10/06/2011",185273881146992,125025028664813,245325110362802,210093700731746
"10/07/2011",185782114649113,125533262166934,245705573920270,210474164289214
"10/08/2011",185822622139717,125573769657538,245733753325175,210502343694119
"10/09/2011",185843974842508,125595122360329,245749001970118,210517592339062
"10/10/2011",185927238772180,125678386290001,245805694615264,210574284984208
"10/11/2011",186554989022272,126306136540093,246439474377242,211208064746186
"10/12/2011",187658604028261,127409751546082,247177208588196,211945798957140
"10/13/2011",189946681026551,129697828544372,248791680608289,213560270977233
"10/14/2011",191330814914052,131080664289553,249911329897090,214679359115835
"10/15/2011",191336704913604,131085187628225,249913539295543,214680972754382
"10/16/2011",191712927436932,131461410151553,250183913550836,214951347009675
"10/17/2011",192545471783503,132125724594918,250844049331404,215510139545845
"10/18/2011",192920230108072,132500482919487,251118438729793,215784528944234
"10/19/2011",193040306688982,132620559500397,251227031882516,215893122096957
"10/20/2011",193092779094448,132673031905863,251267423055064,215933513269505
"10/21/2011",193165148021954,132745400833369,251304809759255,215970899973696
"10/22/2011",193168035849308,132748288660723,251307786855457,215973877069898
"10/23/2011",193219210988950,132799463800365,251341518050674,216007608265115
"10/24/2011",194031863979615,132950079715823,251761426625930,216107306920475
"10/25/2011",194290096569804,133208312306012,251954682973062,216300563267607
"10/26/2011",194506105480922,133424321217130,252185022465962,216530902760507
"10/27/2011",194577717765252,133495933501460,252242465757256,216588346051801
"10/28/2011",194790049999802,133708265736010,252375191262347,216721071556892
"10/29/2011",195833972258399,134752187994607,253076310629405,217422190923950
"10/30/2011",195879169673919,134797385410127,253108440087580,217454320382125
"10/31/2011",196342388234202,135190575751626,253417641185715,217728560745202
"11/01/2011",198179249905160,137027437422584,254778340376184,219089259935671
"11/02/2011",199385474528065,138233662045489,255584347383111,219895266942598
"11/03/2011",216279638367397,154672134944454,268407925567138,232483314900768
"11/04/2011",217154132486119,154836600515518,268812592710029,232595510721034
"11/05/2011",217154336770536,154836804799935,268813065629388,232595983640393
"11/06/2011",219842503602244,155157120374679,270132615321169,232824789071750
"11/07/2011",220802700440752,155261015281144,270607134923343,232909982286216
"11/08/2011",220945377474732,155403692315124,270761019452695,233063866815568
"11/09/2011",222768212933851,156273966232245,271801178053421,233677449295870
"11/10/2011",223124344701717,156630098000111,272054847285071,233931118527520
"11/11/2011",223131757005958,156637510304352,272060667422257,233936938664706
"11/12/2011",223148068380228,156653821678622,272070804367045,233947075609494
"11/13/2011",223289973044928,156795726343322,272166719094153,234042990336602
"11/14/2011",224342293840751,157848047139145,272850306434922,234726577677371
"11/15/2011",224496579877180,158002333175574,272950894842780,234827166085229
"11/16/2011",224576493481078,158077903518872,273013545383865,234888591643829
"11/17/2011",224603449167676,158104859205470,273039863662993,234914909922957
"11/18/2011",224723889362150,158174363466572,273129715311888,234968426491744
"11/19/2011",224729419293261,158179893397683,273136205560469,234974916740325
"11/21/2011",227354871538221,158964430413887,274488657451909,235477431746066
"11/22/2011",228063902538074,159000143732592,274831927288175,235512321212876
"11/23/2011",229628036560577,159488348447091,275743122785043,235924725747162
"11/24/2011",229628671898101,159488983784615,275744552038913,235926155001032
"11/25/2011",230493036589556,159489038215162,276140072985928,235926182662587
"11/27/2011",230564493736484,159560495362090,276208408018768,235994517695427
"11/28/2011",232673902072865,159742512862035,277227659679032,236125011118784
"11/29/2011",232934365587227,159860870488281,277371265498693,236201214150615
"11/30/2011",233572311172118,160498816073172,277790614724619,236620563376541
"12/01/2011",233830827260197,160757332161251,278310102117696,237140050769618
"12/02/2011",235366145391873,162292650292927,279404953404413,238234902056335
"12/03/2011",236260102115561,163186607016615,280160227365369,238990176017291
"12/04/2011",236316939752261,163243444653315,280199699970335,239029648622257
"12/05/2011",237090457568352,164016962469406,280863220598862,239693169250784
"12/06/2011",237652034417628,164578539318682,281291153218535,240121101870457
"12/07/2011",237811089745974,164737594647028,281440219407371,240270168059293
"12/08/2011",239209090022829,165234657857109,282241760832571,240645944365301
"12/09/2011",239465082734637,165490650568917,282416246126545,240820429659275
"12/10/2011",239466809687269,165492377521549,282420153820255,240824337352985
"12/11/2011",239558843378262,165584411212542,282487791577823,240891975110553
"12/12/2011",239996531150018,166021821489581,282823183215888,241226755495106
"12/13/2011",240239824235981,166265114575544,282990451130890,241394023410108
"12/14/2011",240941719670624,166967010010187,283489370088568,241892942367786
"12/15/2011",244046477997770,167837358562088,285047167047779,242621992897885
"12/16/2011",244204798971705,167994441350223,285175798800466,242748945354626
"12/17/2011",246218270122242,167997214354779,286008054012966,242751417900187
"12/18/2011",252696335029288,167997214354779,288683284094904,242751417900187
"12/19/2011",255733735802939,169201063969637,290549787199147,243808307872217
"12/20/2011",256886840768052,169305194555537,291093123965710,243881362619809
"12/21/2011",257123701869817,169542055657302,291245337337337,244033575991436
"12/22/2011",257797016282338,170215370069823,291731986537888,244520225191987
"12/23/2011",258045290296893,170463644084378,291886346235460,244674584889559
"12/24/2011",258179015803898,170597369591383,291979952528299,244768191182398
"12/25/2011",258203281703989,170621635491474,291998185569120,244786424223219
"12/26/2011",258370827571254,170789181358739,292153659968488,244941898622587
"12/27/2011",258646769094693,171065122882178,292340912282454,245129150936553
"12/28/2011",258841484703271,171259838490756,292445089636950,245233328291049
"12/29/2011",259161332777259,171579686564744,292679561471295,245467800125394
"12/30/2011",259262242756374,171680596543859,292746226572605,245534465226704
"12/31/2011",259320197812489,171738551599974,292792083838741,245580322492840
"01/01/2012",259405094784221,171823448571706,292874838605462,245663077259561
"01/02/2012",259695529566635,172113883354120,293094486525130,245882725179229
"01/03/2012",260605123107354,173023476894839,293816863079155,246605101733254
"01/04/2012",261919934992732,174338288780217,294599937079368,247388175733467
"01/05/2012",262639072852446,175057426639931,295104781836031,247893020490130
"01/06/2012",263187878006763,175606231794248,295481562162970,248269800817069
"01/07/2012",263514537023542,175932890811027,295685876064939,248474114719038
"01/08/2012",263544696510942,175963050298427,295705270952447,248493509606546
"01/09/2012",264176016239631,176594370027116,296131009369012,248919248023111
"01/10/2012",265251383358632,177669737146117,296990635344780,249778873998879
"01/11/2012",266088126967708,178506480755193,297737346050427,250525584704526
"01/12/2012",266626196329687,179044550117172,298132396009332,250920634663431
"01/13/2012",268280537279574,180698891067059,299070874457023,251859113111122
"01/14/2012",268758829986024,181177183773509,299370522191929,252158760846028
"01/15/2012",268935253802320,181353607589805,299484618078124,252272856732223
"01/16/2012",269110236880771,181528590668256,299615638589002,252403877243101
"01/17/2012",270361684575232,182499629515497,300474166807369,253132083444621
"01/18/2012",270734021698264,182871966638529,300726530797183,253384447434435
"01/19/2012",271293458126884,183431403067149,301153262948424,253811179585676
"01/20/2012",271627456528368,183765401468633,301393834530264,254051751167516
"01/21/2012",271730476837969,183868421778234,301461589537284,254119506174536
"01/22/2012",271832525514585,183970470454850,301535082770015,254192999407267
"01/23/2012",272690282408242,184828227348507,302062003028433,254719919665685
"01/24/2012",272930607683421,185068552623686,302224586968720,254882503605972
"01/25/2012",273481998320609,185609374278314,302553864523495,255206706937978
"01/26/2012",273552972112324,185680348070029,302602430724887,255255273139370
"01/27/2012",274276456639125,186403832596830,303111491359303,255764333773786
"01/28/2012",274349142198801,186476518156506,303163058184789,255815900599272
"01/29/2012",274386656673847,186514032631552,303180658643769,255833501058252
"01/30/2012",274676399560961,186803775518666,303383648612744,256036491027227
"01/31/2012",275496106794585,187623482752290,304000562384706,256653404799189
"02/01/2012",276394485944270,188521861901975,304576246764397,257229089178880
"02/02/2012",276733129721220,188860505678925,304836862234232,257489704648715
"02/03/2012",277541493689747,189551838566852,305362350624054,257967025736678
"02/04/2012",277563180009192,189556388338201,305375412251997,257973194992677
"02/05/2012",278412006736388,190069588285481,305842995023321,258314819199103
"02/06/2012",278713310506291,190370892055384,306046916842496,258518741018278
"02/07/2012",279147225207480,190731653577829,306348305476183,258783005692672
"02/08/2012",280150332308829,191447558487178,306975503335127,259264173133145
"02/09/2012",280675026814372,191972252992721,307380468577507,259669138375525
"02/10/2012",281525547412088,192673202683437,307907496538791,260131600114438
"02/11/2012",281899748020132,192930952400381,308140869838784,260316316649943
"02/12/2012",281903003975937,192934208356186,308148768349316,260324215160475
"02/13/2012",282135693584330,193166897964579,308401018999339,260576465810498
"02/14/2012",282740395378898,193771599759147,308835451157363,261010897968522
"02/15/2012",283522753414517,194553794768673,309365454596969,261540534253058
"02/16/2012",283880274823475,194910936286795,309601402386426,261775619996949
"02/17/2012",284104516618874,195105021802186,309740639721876,261900670657957
"02/18/2012",284149630662074,195150135845386,309769698458798,261929729394879
"02/19/2012",285850871980027,195150250497447,310557653323806,261929997462357
"02/20/2012",287964228835481,195254013333737,311612590716166,262017402302616
"02/21/2012",288551211542510,195554747529182,311932159021883,262217332759415
"02/22/2012",288737199900429,195740735887101,312067753399694,262352927137226
"02/23/2012",289074239802859,196077775789531,312291387779980,262576561517512
"02/24/2012",289208188195987,196211724182659,312385852692290,262671026429822
"02/25/2012",289225339852947,196228875839619,312400446665948,262685620403480
"02/26/2012",289227316521267,196230852507939,312401430111096,262686603848628
"02/27/2012",289606028396821,196523361199117,312678169234357,262922677260577
"02/28/2012",292241639532652,197029574549716,314115105014163,263280501849844
"02/29/2012",294455192429548,198016587275388,315453707928393,263998316641974
"03/01/2012",295523241591545,198698804387385,316105643413671,264441141660267
"03/02/2012",297002275076334,199392157792286,317005451743367,264935269602754
"03/03/2012",297725145392648,200115028108600,317477199693572,265407017552959
"03/04/2012",300863430202911,201056520637031,319157361268199,265963864267409
"03/05/2012",302825568910902,201346420117494,320197855487920,266154122851362
"03/06/2012",303499577418740,201457974363916,320568042952207,266243616965635
"03/07/2012",304619143293694,201762961953790,321154062764486,266418422760382
"03/08/2012",304663115261109,201806933921205,321192885030715,266457245026611
"03/09/2012",305438925888360,202582744548456,321703716951454,266968076947350
"03/10/2012",305730081404240,202873900064336,321865754778588,267130114774484
"03/11/2012",307522289198429,202989397130040,322733797878675,267201326005268
"03/12/2012",313691268479483,203432511462651,325730164283078,267484505978006
"03/13/2012",314729993885142,203605980634706,326255506812393,267606283108727
"03/14/2012",315001897221515,203739791280061,326452288418860,267736512878793
"03/15/2012",315358834003643,204096728062189,326667682456631,267951906916564
"03/16/2012",315687865482394,204425759540940,326883397818259,268167622278192
"03/17/2012",315801469467594,204425759540940,326929835267470,268167622278192
"03/19/2012",316004495930586,204628786003932,327066701819074,268304488829796
"03/20/2012",318543018261346,205204226212416,328468763319014,268671698795081
"03/21/2012",320034005416807,205746332379301,329219569845149,269090583250499
"03/22/2012",320512647697342,206183681647932,329560130356778,269407591405954
"03/23/2012",321824735934063,207495769884653,330489689017415,270337150066591
"03/24/2012",327785468105522,207504888765246,333598675854060,270347703856389
"03/25/2012",327830032313537,207508065322205,333622153516991,270350184771533
"03/26/2012",327965512993162,207601842658782,333705845657171,270412244078887
"03/27/2012",329029238182372,208032488446158,334224866599344,270700417347015
"03/28/2012",330746307686816,208491943269102,335043779535359,271029057113271
"03/29/2012",331158767668948,208827963360802,335250969373519,271201334934184
"03/30/2012",331204287742748,208873483434602,335285619377831,271235984938496
"03/31/2012",331210305898104,208879501589958,335289873060258,271240238620923
"04/01/2012",331261573690186,208930769382040,335325893003503,271276258564168
"04/02/2012",331981286550754,209480709862808,335968780769661,271853933501367
"04/03/2012",337421906895531,210052934861652,338696560857880,272253931387222
"04/04/2012",345827865694533,210228829797138,342424424538106,272376790752063
"04/05/2012",353549937576430,210498950671167,345836177391069,272688521292982
"04/06/2012",356557221159184,210776111965593,347273840815395,272879434310420
"04/07/2012",356558099928856,210776990735265,347275945930833,272881539425858
"04/08/2012",356662947135272,210881837941681,347340109190227,272945702685252
"04/09/2012",366972160191436,211427143664423,352589462643411,273295948492595
"04/10/2012",375077341213782,212006609606712,356802646299697,273665405094405
"04/11/2012",377644493819477,213441315056117,358301447739959,274572188888033
"04/12/2012",381856305287297,213688898949257,360384346351816,274736294680142
"04/13/2012",389067696918453,215042873541632,364382676459795,275708807290477
"04/14/2012",396150442059234,217314513939762,368707963123596,277445036002620
"04/15/2012",411036339100932,230894644966412,380670772882209,288717299886629
"04/16/2012",413344559295907,231847437547549,381908886070111,289411913975533
"04/17/2012",414163836114223,232078019878965,382239801763679,289566526793995
"04/18/2012",424057251801421,232528635710832,386395792371471,289872218462532
"04/19/2012",426711024823543,232641957473682,387687579195895,289955433562682
"04/20/2012",427467493976580,233177198976919,388141116191105,290338712150654
"04/21/2012",428024055776831,233733760777170,388503274559726,290700870519275
"04/22/2012",428969287615931,234678992616270,389104470899346,291302066858895
"04/23/2012",430424705885354,235780942223253,389983389847054,292025940066915
"04/24/2012",431697349094610,235990800771042,390563396670738,292171065729131
"04/25/2012",432987106684130,236358430182514,391298507386117,292380117030334
"04/26/2012",433434557160475,236805880658859,391661790222949,292743399867166
"04/27/2012",439214526668860,242585850167244,396497713238649,297579322882866
"04/28/2012",439275325040201,242646648538585,396537947692544,297619557336761
"04/29/2012",439278239733471,242649563231855,396543762550061,297625372194278
"04/30/2012",439685574761184,243056898259568,396802667902238,297884277546455
"05/01/2012",440194036281759,243565359780143,397122963586046,298204573230263
"05/02/2012",440455837455088,243721362918768,397284930471736,298307797477851
"05/03/2012",441064776014555,244166002797920,397675685786087,298620143188768
"05/04/2012",441452555429635,244553782213000,397965987840979,298910445243660
"05/05/2012",441462802835619,244564029618984,397974068418327,298918525821008
"05/06/2012",441761259959197,244862486742562,398167657381247,299112114783928
"05/07/2012",442290362973216,245391589756581,398518412366171,299462869768852
"05/08/2012",442589285262669,245690512046034,398728760199869,299673217602550
"05/09/2012",443383610045332,245917211865093,399183729027486,299814561876715
"05/10/2012",444542567795289,246231788521093,399749902719179,300020967229438
"05/11/2012",445437026667577,246888011023381,400338822529662,300506688663551
"05/12/2012",445584441598779,246908840714083,400422794184347,300521133166135
"05/13/2012",445590545538346,246914944653650,400428530922932,300526869904720
"05/14/2012",446065630937665,247390030052969,400717976563132,300816315544920
"05/15/2012",447205874199045,248484133017885,401524639140384,301600773436826
"05/16/2012",447391701957876,248532277288046,401662685813445,301631417628781
"05/17/2012",449673371000910,250740984672800,403107375475880,303019153292545
